feature,abs_coef_mean,abs_coef_std
bow:16,0.0,0.0
bow:17,0.0,0.0
bow:18,0.0,0.0
bow:20,0.0,0.0
bow:2010,0.0,0.0
bow:2013,0.0,0.0
bow:2016,0.0,0.0
bow:2017,0.0,0.0
bow:2018,0.0,0.0
bow:22,0.0,0.0
bow:23,0.0,0.0
bow:24,0.0,0.0
bow:25,0.0,0.0
bow:27,0.0,0.0
bow:30,0.0,0.0
bow:40,0.0,0.0
bow:50,0.0,0.0
bow:500,0.0,0.0
bow:52,0.0,0.0
bow:absolutely,0.0,0.0
bow:account,0.0,0.0
bow:across,0.0,0.0
bow:act,0.0,0.0
bow:action,0.0,0.0
bow:actually,0.0,0.0
bow:advice,0.0,0.0
bow:age,0.0,0.0
bow:ago,0.0,0.0
bow:agree,0.0,0.0
bow:air,0.0,0.0
bow:airport,0.0,0.0
bow:al,0.0,0.0
bow:aliens,0.0,0.0
bow:almost,0.0,0.0
bow:alone,0.0,0.0
bow:already,0.0,0.0
bow:also,0.0,0.0
bow:always,0.0,0.0
bow:america,0.0,0.0
bow:american,0.0,0.0
bow:amp,0.0,0.0
bow:another,0.0,0.0
bow:anyone,0.0,0.0
bow:anything,0.0,0.0
bow:art,0.0,0.0
bow:article,0.0,0.0
bow:ask,0.0,0.0
bow:attack,0.0,0.0
bow:august,0.0,0.0
bow:available,0.0,0.0
bow:away,0.0,0.0
bow:awesome,0.0,0.0
bow:baby,0.0,0.0
bow:bad,0.0,0.0
bow:ban,0.0,0.0
bow:bbc,0.0,0.0
bow:beach,0.0,0.0
bow:beat,0.0,0.0
bow:beautiful,0.0,0.0
bow:become,0.0,0.0
bow:becomes,0.0,0.0
bow:bed,0.0,0.0
bow:beginning,0.0,0.0
bow:behind,0.0,0.0
bow:believe,0.0,0.0
bow:best,0.0,0.0
bow:bet,0.0,0.0
bow:better,0.0,0.0
bow:big,0.0,0.0
bow:bill,0.0,0.0
bow:black,0.0,0.0
bow:blue,0.0,0.0
bow:body,0.0,0.0
bow:born,0.0,0.0
bow:box,0.0,0.0
bow:boy,0.0,0.0
bow:brain,0.0,0.0
bow:breaking,0.0,0.0
bow:bright,0.0,0.0
bow:brilliant,0.0,0.0
bow:bring,0.0,0.0
bow:brown,0.0,0.0
bow:budget,0.0,0.0
bow:building,0.0,0.0
bow:bus,0.0,0.0
bow:business,0.0,0.0
bow:busy,0.0,0.0
bow:buy,0.0,0.0
bow:calls,0.0,0.0
bow:camera,0.0,0.0
bow:campaign,0.0,0.0
bow:cannot,0.0,0.0
bow:car,0.0,0.0
bow:care,0.0,0.0
bow:case,0.0,0.0
bow:cat,0.0,0.0
bow:caught,0.0,0.0
bow:cause,0.0,0.0
bow:chance,0.0,0.0
bow:change,0.0,0.0
bow:channel,0.0,0.0
bow:check,0.0,0.0
bow:chicken,0.0,0.0
bow:child,0.0,0.0
bow:china,0.0,0.0
bow:citizen,0.0,0.0
bow:city,0.0,0.0
bow:class,0.0,0.0
bow:close,0.0,0.0
bow:cold,0.0,0.0
bow:collection,0.0,0.0
bow:com,0.0,0.0
bow:come,0.0,0.0
bow:comes,0.0,0.0
bow:coming,0.0,0.0
bow:common,0.0,0.0
bow:community,0.0,0.0
bow:company,0.0,0.0
bow:congrats,0.0,0.0
bow:continue,0.0,0.0
bow:cool,0.0,0.0
bow:could,0.0,0.0
bow:council,0.0,0.0
bow:country,0.0,0.0
bow:court,0.0,0.0
bow:current,0.0,0.0
bow:daily,0.0,0.0
bow:damn,0.0,0.0
bow:date,0.0,0.0
bow:david,0.0,0.0
bow:de,0.0,0.0
bow:dear,0.0,0.0
bow:death,0.0,0.0
bow:decide,0.0,0.0
bow:decision,0.0,0.0
bow:degrees,0.0,0.0
bow:design,0.0,0.0
bow:die,0.0,0.0
bow:different,0.0,0.0
bow:dirty,0.0,0.0
bow:dog,0.0,0.0
bow:dream,0.0,0.0
bow:dreams,0.0,0.0
bow:drink,0.0,0.0
bow:drive,0.0,0.0
bow:early,0.0,0.0
bow:earth,0.0,0.0
bow:eating,0.0,0.0
bow:economy,0.0,0.0
bow:either,0.0,0.0
bow:en,0.0,0.0
bow:energy,0.0,0.0
bow:enough,0.0,0.0
bow:episode,0.0,0.0
bow:even,0.0,0.0
bow:event,0.0,0.0
bow:ever,0.0,0.0
bow:every,0.0,0.0
bow:everyone,0.0,0.0
bow:everything,0.0,0.0
bow:excited,0.0,0.0
bow:experience,0.0,0.0
bow:exposing,0.0,0.0
bow:extra,0.0,0.0
bow:eyes,0.0,0.0
bow:facebook,0.0,0.0
bow:fact,0.0,0.0
bow:fake,0.0,0.0
bow:family,0.0,0.0
bow:fan,0.0,0.0
bow:far,0.0,0.0
bow:fast,0.0,0.0
bow:favorite,0.0,0.0
bow:feel,0.0,0.0
bow:fight,0.0,0.0
bow:film,0.0,0.0
bow:final,0.0,0.0
bow:finally,0.0,0.0
bow:finds,0.0,0.0
bow:finished,0.0,0.0
bow:fire,0.0,0.0
bow:first,0.0,0.0
bow:fish,0.0,0.0
bow:fly,0.0,0.0
bow:follow,0.0,0.0
bow:form,0.0,0.0
bow:forward,0.0,0.0
bow:found,0.0,0.0
bow:friend,0.0,0.0
bow:friends,0.0,0.0
bow:fuck,0.0,0.0
bow:fun,0.0,0.0
bow:funny,0.0,0.0
bow:future,0.0,0.0
bow:gave,0.0,0.0
bow:girl,0.0,0.0
bow:give,0.0,0.0
bow:given,0.0,0.0
bow:gives,0.0,0.0
bow:giving,0.0,0.0
bow:global,0.0,0.0
bow:go,0.0,0.0
bow:goals,0.0,0.0
bow:goes,0.0,0.0
bow:gold,0.0,0.0
bow:gonna,0.0,0.0
bow:good,0.0,0.0
bow:got,0.0,0.0
bow:government,0.0,0.0
bow:govt,0.0,0.0
bow:greatest,0.0,0.0
bow:gt,0.0,0.0
bow:guess,0.0,0.0
bow:guy,0.0,0.0
bow:guys,0.0,0.0
bow:hand,0.0,0.0
bow:hands,0.0,0.0
bow:happen,0.0,0.0
bow:happening,0.0,0.0
bow:happens,0.0,0.0
bow:happy,0.0,0.0
bow:harmony,0.0,0.0
bow:hate,0.0,0.0
bow:hd,0.0,0.0
bow:head,0.0,0.0
bow:health,0.0,0.0
bow:hear,0.0,0.0
bow:heard,0.0,0.0
bow:heart,0.0,0.0
bow:hello,0.0,0.0
bow:hold,0.0,0.0
bow:holy,0.0,0.0
bow:home,0.0,0.0
bow:hot,0.0,0.0
bow:hotel,0.0,0.0
bow:hour,0.0,0.0
bow:hours,0.0,0.0
bow:house,0.0,0.0
bow:huge,0.0,0.0
bow:idea,0.0,0.0
bow:idiot,0.0,0.0
bow:important,0.0,0.0
bow:indian,0.0,0.0
bow:info,0.0,0.0
bow:inside,0.0,0.0
bow:instead,0.0,0.0
bow:intelligence,0.0,0.0
bow:interesting,0.0,0.0
bow:interview,0.0,0.0
bow:ireland,0.0,0.0
bow:israel,0.0,0.0
bow:issues,0.0,0.0
bow:july,0.0,0.0
bow:justice,0.0,0.0
bow:keep,0.0,0.0
bow:key,0.0,0.0
bow:kids,0.0,0.0
bow:kind,0.0,0.0
bow:king,0.0,0.0
bow:know,0.0,0.0
bow:knowledge,0.0,0.0
bow:knows,0.0,0.0
bow:large,0.0,0.0
bow:last,0.0,0.0
bow:late,0.0,0.0
bow:later,0.0,0.0
bow:law,0.0,0.0
bow:leader,0.0,0.0
bow:leaders,0.0,0.0
bow:learn,0.0,0.0
bow:least,0.0,0.0
bow:leave,0.0,0.0
bow:left,0.0,0.0
bow:let,0.0,0.0
bow:level,0.0,0.0
bow:lie,0.0,0.0
bow:life,0.0,0.0
bow:like,0.0,0.0
bow:listening,0.0,0.0
bow:little,0.0,0.0
bow:live,0.0,0.0
bow:lives,0.0,0.0
bow:living,0.0,0.0
bow:local,0.0,0.0
bow:lol,0.0,0.0
bow:london,0.0,0.0
bow:long,0.0,0.0
bow:longer,0.0,0.0
bow:looking,0.0,0.0
bow:lose,0.0,0.0
bow:lost,0.0,0.0
bow:lot,0.0,0.0
bow:loved,0.0,0.0
bow:made,0.0,0.0
bow:makes,0.0,0.0
